id_bandeja,Meses,Macrotera  sinaloana,Apis mellifera,Bombus pensylvanicus,Diadasia sp.,Melissodes sp.,Augochlorella sp.,Lassioglossum (Dialictus),Lassioglossum (Evylaeus),Lithurgus littoralis,Megachile sp.
2016_4_29,16,0,0,0,0,0,1,0,0,0,0
2016_4_30,16,0,0,0,0,0,0,0,0,0,0
2016_5_1,17,1,0,0,0,0,0,0,0,1,0
2016_5_2,17,2,0,0,0,0,1,0,0,0,0
2016_5_3,17,0,1,0,1,0,0,2,0,0,0
2016_5_4,17,1,0,0,1,0,1,0,0,1,0
2016_5_5,17,0,1,0,0,1,0,2,0,0,1
2016_5_6,17,1,0,0,0,1,1,1,0,2,0
2016_5_7,17,0,0,0,1,0,0,0,0,0,2
2016_5_8,17,0,1,0,0,0,1,0,0,1,0
2016_5_9,17,0,0,0,0,1,0,1,0,0,1
2016_5_10,17,1,0,0,1,0,0,0,0,0,0
2016_5_11,17,0,0,0,0,0,0,0,0,1,0
2016_5_12,17,0,0,0,1,0,0,1,0,0,0
2016_5_13,17,1,0,0,0,0,1,0,0,0,0
2016_5_14,17,0,0,0,0,1,0,0,0,1,0
2016_5_15,17,0,1,0,1,0,0,0,0,0,0
2016_5_16,17,0,0,0,0,0,1,0,0,1,0
2016_5_17,17,1,0,0,1,0,0,1,0,0,0
2016_5_18,17,0,0,0,0,0,1,0,0,0,1
2016_5_19,17,1,0,0,0,0,1,0,0,1,0
2016_5_20,17,0,1,0,0,0,0,0,0,1,0
2016_5_21,17,0,0,0,0,0,0,1,0,0,0
2016_5_22,17,0,0,0,0,0,0,0,0,0,0
2016_5_23,17,1,0,0,0,0,0,0,0,0,0
2016_5_24,17,0,0,0,0,0,0,1,0,0,0
2016_5_25,17,1,0,0,1,0,0,0,0,0,0
2016_5_26,17,0,0,0,0,0,0,0,0,1,0
2016_5_27,17,0,0,0,0,1,0,1,0,0,0
2016_5_28,17,0,0,0,0,0,0,0,0,0,0
2016_5_29,17,0,0,0,0,0,0,0,0,0,0
2016_5_30,17,0,0,0,0,0,0,0,0,0,0
2016_6_1,18,0,0,0,0,0,0,2,0,0,0
2016_6_2,18,0,2,0,1,0,1,1,0,0,0
2016_6_3,18,1,0,0,0,1,0,0,0,0,1
2016_6_4,18,0,0,0,0,0,1,0,0,1,0
2016_6_5,18,2,0,0,1,0,0,0,0,0,1
2016_6_6,18,0,0,0,0,1,0,1,0,1,0
2016_6_7,18,0,1,0,1,0,1,0,0,0,0
2016_6_8,18,0,0,0,0,0,0,0,0,1,0
2016_6_9,18,0,1,0,0,1,0,0,0,0,1
2016_6_10,18,1,0,0,1,0,0,1,0,0,0
2016_6_11,18,0,0,0,0,0,0,1,0,0,0
2016_6_12,18,0,0,0,0,0,0,0,0,1,0
2016_6_13,18,1,0,0,0,0,0,0,0,0,1
2016_6_14,18,0,0,0,0,0,1,0,0,1,0
2016_6_15,18,1,0,0,0,0,0,2,0,0,0
2016_6_16,18,0,1,0,0,0,0,0,0,1,0
2016_6_17,18,0,0,0,0,1,0,0,0,0,0
2016_6_18,18,0,1,0,0,0,0,0,0,0,0
2016_6_19,18,1,0,0,0,0,1,0,0,1,0
2016_6_20,18,0,1,0,0,0,0,1,0,0,0
2016_6_21,18,0,0,0,0,0,0,0,0,0,0
2016_6_22,18,0,0,0,0,0,0,0,0,0,0
2016_6_23,18,0,0,0,0,0,1,0,0,0,0
2016_6_24,18,0,0,0,0,0,0,0,0,0,0
2016_6_25,18,1,0,0,0,0,0,0,0,0,0
2016_6_26,18,0,0,0,0,0,0,1,0,1,0
2016_6_27,18,0,1,0,0,0,0,0,0,0,0
2016_6_28,18,0,0,0,0,0,0,0,0,0,0
2016_6_29,18,0,1,0,0,0,0,0,0,0,0
2016_6_30,18,0,0,0,0,0,0,0,0,0,0
2016_7_1,19,0,1,0,0,0,0,0,0,1,0
2016_7_2,19,0,0,0,0,1,0,0,0,0,0
2016_7_3,19,1,0,0,1,0,1,0,0,1,0
2016_7_4,19,0,2,0,0,0,0,1,0,0,0
2016_7_5,19,1,0,0,0,0,1,0,0,0,1
2016_7_6,19,0,0,1,0,0,1,0,0,1,0
2016_7_7,19,1,0,0,0,1,0,0,0,0,1
2016_7_8,19,0,1,0,0,0,0,1,0,1,0
2016_7_9,19,2,0,0,1,0,0,0,0,0,1
2016_7_10,19,0,0,0,0,0,1,0,0,1,0
2016_7_11,19,0,0,0,0,0,0,0,0,0,0
2016_7_12,19,0,1,0,0,0,0,1,0,0,1
2016_7_13,19,0,0,0,0,0,0,0,0,0,1
2016_7_14,19,1,0,0,0,0,0,0,0,1,0
2016_7_15,19,0,2,0,0,0,0,1,0,0,0
2016_7_16,19,0,0,0,0,0,0,1,0,1,0
2016_7_17,19,0,0,0,1,0,0,0,0,0,0
2016_7_18,19,0,1,0,0,0,1,0,0,0,0
2016_7_19,19,0,0,0,0,0,0,1,0,0,0
2016_7_20,19,0,0,0,0,0,1,0,0,0,0
2016_7_21,19,0,1,0,0,0,0,0,0,0,0
2016_7_22,19,0,0,0,0,0,0,0,0,0,0
2016_7_23,19,0,0,0,0,0,0,0,0,0,0
2016_7_24,19,0,0,0,0,0,0,1,0,1,0
2016_7_25,19,0,0,0,0,0,0,0,0,0,0
2016_7_26,19,0,0,0,0,0,0,0,0,0,0
2016_7_27,19,0,1,0,0,0,0,0,0,0,0
2016_7_28,19,0,0,0,0,0,0,0,0,0,0
2016_7_29,19,0,0,0,0,0,0,2,0,0,0
2016_7_30,19,0,0,0,0,0,0,0,0,0,0
2016_8_1,20,1,0,0,0,0,0,0,0,0,0
2016_8_2,20,0,2,0,1,0,0,1,0,0,0
2016_8_3,20,0,0,0,0,0,0,0,0,0,0
2016_8_4,20,1,1,0,1,0,0,0,0,0,0
2016_8_5,20,0,0,0,0,0,0,0,0,0,0
2016_8_6,20,0,0,1,0,0,0,1,0,0,0
2016_8_7,20,1,0,0,0,0,1,0,0,1,0
2016_8_8,20,0,0,0,0,0,1,2,0,0,0
2016_8_9,20,0,1,0,0,0,0,0,0,0,0
2016_8_10,20,0,0,0,0,0,0,1,0,0,1
2016_8_11,20,1,0,0,0,0,0,0,0,0,0
2016_8_12,20,0,0,0,0,0,1,0,0,0,0
2016_8_13,20,0,0,0,0,0,0,0,0,0,0
2016_8_14,20,0,1,0,0,0,0,1,0,0,0
2016_8_15,20,1,0,0,0,0,0,0,0,0,0
2016_8_16,20,0,0,0,0,0,0,0,0,1,0
2016_8_17,20,0,1,0,0,0,0,1,0,0,0
2016_8_18,20,0,0,0,1,0,0,1,0,0,0
2016_8_19,20,0,1,0,0,0,0,0,0,0,0
2016_8_20,20,0,0,0,0,0,0,0,0,0,0
2016_8_21,20,0,0,0,0,0,0,0,0,0,0
2016_8_22,20,0,0,0,0,0,0,1,0,0,0
2016_8_23,20,0,1,0,0,0,0,0,0,0,0
2016_8_24,20,0,0,0,0,0,0,0,0,0,0
2016_8_25,20,0,0,0,0,0,0,0,0,0,0
2016_8_26,20,0,1,0,0,0,0,0,0,0,0
2016_8_27,20,0,0,0,0,0,0,0,0,0,0
2016_8_28,20,0,1,0,0,0,0,0,0,0,0
2016_8_29,20,0,0,0,0,0,1,0,0,0,0
2016_8_30,20,0,0,0,0,0,0,0,0,0,0
2016_9_1,21,0,2,0,0,0,0,0,0,0,0
2016_9_2,21,0,0,0,1,0,0,0,0,1,0
2016_9_3,21,1,0,0,0,0,0,1,0,0,0
2016_9_4,21,0,3,0,0,0,1,0,0,0,0
2016_9_5,21,1,0,0,0,0,1,0,0,0,0
2016_9_6,21,0,0,0,1,0,0,1,0,0,0
2016_9_7,21,0,1,0,0,0,0,0,0,1,0
2016_9_8,21,0,0,1,0,0,0,0,0,0,0
2016_9_9,21,0,0,0,0,0,0,1,0,0,0
2016_9_10,21,1,0,0,0,0,0,0,0,0,0
2016_9_11,21,0,0,0,0,0,0,0,0,0,0
2016_9_12,21,0,1,0,0,0,0,0,0,0,0
